1.356205042328445964e+00,-1.509168416533169577e+00,2.867668039037000183e-01,1.945566535130464736e+00,1.356205042328445964e+00,8.742460485753021926e-01,8.742460485753021926e-01,-1.509168416533169577e+00,1.945566535130464736e+00,-1.760477926625238609e+00,-3.757050112782170936e-01,5.095569998921233301e-01,-1.643178755363322585e-01,-1.595698803570002822e+00,1.356205042328445964e+00,-3.983081623480583477e+00,-1.595698803570002822e+00,-4.403217968757639156e+00,1.893802385024643042e+00,9.450891575752569107e-01
-8.990631770429937664e-01,-4.806026651734361388e-01,-1.670254691450595796e+00,-2.282391337671072051e+00,-8.990631770429937664e-01,-1.076535582798735291e+00,-1.076535582798735291e+00,-4.806026651734361388e-01,-2.282391337671072051e+00,-4.721032004607379484e-01,1.144313490165983271e+00,1.061766560692734673e+00,1.852587704291897008e-01,-2.876826903955359338e+00,-8.990631770429937664e-01,-4.306053976620194401e-01,-2.876826903955359338e+00,1.694226207115684613e+00,1.799027317247107849e+00,2.771487397734066160e+00
-2.323976370265683933e+00,-3.348051795608060210e+00,6.077882545353281429e-01,4.259827798417050726e-01,-2.323976370265683933e+00,-3.872289069837761555e-01,-3.872289069837761555e-01,-3.348051795608060210e+00,4.259827798417050726e-01,-5.142309522509031616e+00,1.644415283722153731e-01,4.493414086401141816e+00,-2.402872849078062423e+00,-7.267695431945265128e+00,-2.323976370265683933e+00,-3.394197296922954799e+00,-7.267695431945265128e+00,-4.420329052781363899e+00,2.168286303425690953e+00,4.533911624051808253e+00
4.377912587377124076e-01,-3.626434375095266005e-01,2.276307631079781402e-01,-7.830613571600050782e-02,4.377912587377124076e-01,2.358362158893584137e+00,2.358362158893584137e+00,-3.626434375095266005e-01,-7.830613571600050782e-02,-4.451578660965697098e-01,-1.464171283675334001e+00,5.445952388135554267e-01,-2.652340339894643684e+00,8.372142627926761893e-01,4.377912587377124076e-01,-7.620699286474627021e-01,8.372142627926761893e-01,-4.422074512650866041e+00,1.357078504141426833e+00,3.324150138301643076e-01
-1.550005565766646276e+00,-5.409020829455364332e-01,2.407809641618236629e+00,2.205158741678356904e+00,-1.550005565766646276e+00,-1.106734629903157296e+00,-1.106734629903157296e+00,-5.409020829455364332e-01,2.205158741678356904e+00,-1.901841225492922227e+00,6.261794780590546061e-02,1.879379031851378334e+00,1.710958753865405857e-01,-3.137197343157934082e+00,-1.550005565766646276e+00,-8.838043763698089084e-01,-3.137197343157934082e+00,-1.191569421668260853e+00,-1.025148501729044925e+00,-4.402260065727061078e-01
-8.536134810060824751e-01,-3.481625455845523964e-01,-6.190600366459497739e-01,-3.744992560060168008e-01,-8.536134810060824751e-01,-3.379483682518356624e-01,-3.379483682518356624e-01,-3.481625455845523964e-01,-3.744992560060168008e-01,-9.967567820352328800e-01,-1.302350465881508823e-01,4.621385189432952179e-01,3.654007598771813470e-02,-1.388654053745810302e+00,-8.536134810060824751e-01,1.247424629182369155e-01,-1.388654053745810302e+00,2.872871345816432331e-01,4.840549248486363254e-01,1.810846772480186884e+00
-8.434700150217403491e-01,-6.078573933358837333e-01,-6.182765830469838519e-01,-7.596355234037778237e-01,-8.434700150217403491e-01,1.177593720213031547e+00,1.177593720213031547e+00,-6.078573933358837333e-01,-7.596355234037778237e-01,-1.194698172744968812e+00,-1.143563018047805357e+00,5.984830679615528171e-01,-1.960760172040568960e+00,7.970119868418634734e-02,-8.434700150217403491e-01,9.146664256787387925e-01,7.970119868418634734e-02,-1.558969332607845537e+00,4.039379974623880099e-01,1.831900427975864609e+00
2.555145722882011805e-01,-3.125930381348070997e-01,2.510774628357811622e+00,2.837877077840310847e+00,2.555145722882011805e-01,2.094457944720444775e+00,2.094457944720444775e+00,-3.125930381348070997e-01,2.837877077840310847e+00,-1.165686576278204267e+00,-2.015048055106514191e+00,5.883723989546080224e-01,-2.042374920643973191e+00,9.878154953705070573e-01,2.555145722882011805e-01,-9.728782544761616080e-01,9.878154953705070573e-01,-5.511296857473530153e+00,-5.843369668315661070e-01,-1.701761988064732556e+00
-6.872826847957951291e-01,-1.457936312670948142e+00,1.634313440944543228e+00,2.719538719236164415e+00,-6.872826847957951291e-01,-8.355500373234678868e-01,-8.355500373234678868e-01,-1.457936312670948142e+00,2.719538719236164415e+00,-2.565486763532186743e+00,-3.855288519440225325e-02,1.178822338970964889e+00,4.412102243376245791e-01,-2.315189440054062242e+00,-6.872826847957951291e-01,-1.446468976484040825e+00,-2.315189440054062242e+00,-1.393787282709840092e+00,-1.180728542847546247e+00,1.567162056663043423e-01
-1.267178444570746798e-01,-5.067691683830003457e-01,1.418969050189943903e+00,,-1.267178444570746798e-01,1.607361112692329508e+00,1.607361112692329508e+00,-5.067691683830003457e-01,1.668474762312453619e+00,-1.352349856112948556e+00,-1.567275145142318360e+00,7.885466602458537366e-01,-1.814455867541906686e+00,-2.075734214765249507e-03,-1.267178444570746798e-01,-8.745627378833267240e-01,-2.075734214765249507e-03,-4.345721068472268911e+00,1.579169899011437783e-01,-1.981586652741960386e-01
